,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day
1021,1021,2021-11-02 14:42:13+00:00,2021-11-02 16:25:24+00:00,39b40a,MRN112,,EGPF,F-HNAK,SWEARINGEN,Hawker Beechcraft Corp,King Air C90GT,BE9L,LJ-2047,,L2T,Enac Ecole Aviation Civile,,,,Ecole Nationale De L Aviation Civile,,,,,,,,,False,False,False,,,2
1022,1022,2021-11-02 15:21:01+00:00,2021-11-02 16:26:37+00:00,484ee5,KLM55C,EHAM,EGPF,PH-HSE,BOEING,Boeing,737NG 8K2/W,B738,39259,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,2
1023,1023,2021-11-02 15:35:07+00:00,2021-11-02 16:30:49+00:00,407844,SHT6E,EGLL,EGPF,G-NEOZ,AIRBUS,Airbus Sas,Airbus A321-251NX,A21N,9123,0,L2J,British Airways Plc,SPEEDBIRD,BAW,BA,British Airways Plc,,2020-03-17,,,,,,CFMI LEAP-1A32,False,False,False,,,2
1024,1024,2021-11-02 16:01:44+00:00,2021-11-02 16:31:59+00:00,406266,KRH77R,,EGPF,G-LEAX,CESSNA,Cessna Aircraft Company,CESSNA 560XL Citation Xls,C56X,560-5712,,L2J,London Executive Aviation,LONEX,LNX,,London Executive Aviation,,2010-01-28,,,2007-01-01,,,2 x PRATT &amp; WHITNEY CANADA PW545B<br>,False,False,False,,,2
1025,1025,2021-11-02 15:17:39+00:00,2021-11-02 16:36:29+00:00,393da9,LMJ284D,LFPB,EGPF,F-GPNJ,,Dassault,Falcon 900EX,F9EX,50,,,Aero Vision,AEROVISION,AOV,,Aerovision,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,2
1026,1026,2021-11-02 16:28:52+00:00,2021-11-02 16:39:59+00:00,501d13,9ACRO,EGPK,EGPF,9A-CRO,,Bombardier,Challenger 604,CL64,5322,,,,,,,Government Of Croatia,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),2
1027,1027,2021-11-02 15:56:39+00:00,2021-11-02 17:04:19+00:00,400dc2,GMA01B,EGBB,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,2
1028,1028,2021-11-02 15:58:44+00:00,2021-11-02 17:21:29+00:00,7cf9c9,ASY324,EGSS,EGPF,A39-007,AIRBUS,Airbus Defence And Space,A330-203 MRTT,A332,898,,L2J,Royal Australian Air Force,AUSSIE,ASY,,Royal Australian Air Force,,,,,2007-01-01,,,2x GE CF6-80E,False,False,False,,,2
1029,1029,2021-11-02 15:05:38+00:00,2021-11-02 17:27:20+00:00,4078a3,UKP99,EGPF,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1030,1030,2021-11-02 17:44:15+00:00,2021-11-02 17:54:59+00:00,4c8061,CYP005,EGPK,EGPF,5B-DCW,AIRBUS,Airbus,A319 114,A319,1129,,L2J,,CYPRUS,CYP,,Cyprus Airways,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,2
1031,1031,2021-11-02 17:31:15+00:00,2021-11-02 17:59:44+00:00,406b91,EZY735Z,EGAA,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,2
1032,1032,2021-11-02 13:43:41+00:00,2021-11-02 18:00:59+00:00,407179,EXS59LD,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2
1033,1033,2021-11-02 15:26:42+00:00,2021-11-02 18:09:09+00:00,4076da,EXS7BY,LEAL,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1034,1034,2021-11-02 17:29:37+00:00,2021-11-02 18:21:53+00:00,40780e,SHT6F,EGLL,EGPF,G-NEOY,,,,,,,,British Airways,SPEEDBIRD,BAW,BA,,,,,,,,,,False,False,False,,,2
1035,1035,2021-11-02 17:33:40+00:00,2021-11-02 18:28:48+00:00,400f00,EZY182H,EGGW,EGPF,G-EZBF,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,2923,,L2J,,EASY,EZY,,Easyjet Airline,,2006-11-02,,,2006-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,2
1036,1036,2021-11-02 18:20:49+00:00,2021-11-02 18:32:54+00:00,0bafa1,FAH001,EGPK,EGPF,FAH-001,HARBIN,Embraer,EMB-135BJ Legacy 600,E35L,14501041,,L2J,Fuerza Aerea Hondurena,,,,Honduran Air Force,PT-SZL,2014-10-14,,,2008-01-01,,,,False,False,False,,,2
1037,1037,2021-11-02 15:44:16+00:00,2021-11-02 18:36:36+00:00,4ca258,RYR8NW,,EGPF,EI-DHC,BOEING,The Boeing Company,BOEING 737-8AS,B738,33573,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2005-02-17,,,2005-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,2
1038,1038,2021-11-02 18:25:41+00:00,2021-11-02 18:38:48+00:00,406df5,GSGTS,,EGPF,G-SGTS,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,918,,L2T,,,,,Loganair,,2015-05-21,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,2
1039,1039,2021-11-02 18:30:16+00:00,2021-11-02 18:53:29+00:00,45c822,MMD2721,EGNT,EGPF,OY-RAB,DASSAULT,Dassault,Falcon 7X,FA7X,78,,L3J,Air Alsie,MERMAID,MMD,,Air Alsie,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),2
1040,1040,2021-11-02 18:22:06+00:00,2021-11-02 18:58:55+00:00,407aaf,NJU221Y,EGNR,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1041,1041,2021-11-02 14:55:53+00:00,2021-11-02 19:05:18+00:00,407177,EXS4JU,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2
1042,1042,2021-11-02 18:12:32+00:00,2021-11-02 19:08:56+00:00,40676a,CFE9V,EGLC,EGPF,G-LCYR,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000563,,L2J,,FLYER,CFE,,Ba Cityflyer,,2012-08-10,,,2012-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,2
1043,1043,2021-11-02 15:10:15+00:00,2021-11-02 19:13:05+00:00,40717c,EXS28E,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1044,1044,2021-11-02 16:12:36+00:00,2021-11-02 19:19:58+00:00,02012d,FRV1315,GMME,EGPF,CN-AMR,,Gulfstream Aerospace,G550,G550,5462,,,,,,,Royal Moroccan Air Force,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2
1045,1045,2021-11-02 19:04:35+00:00,2021-11-02 19:31:45+00:00,451c42,BGF024,EGNT,EGPF,LZ-OOI,DASSAULT,Dassault,Falcon 2000,F2TH,123,,L2J,,,,,Government Of Bulgaria,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,2
1046,1046,2021-11-02 19:07:31+00:00,2021-11-02 19:35:48+00:00,0640f2,NGR001,EGPD,EGPF,5N-FGW,,Gulfstream Aerospace,G550,G550,5310,,,Nigerian Air Force,NIGERIAN AIRFORCE,NGR,,Nigerian Air Force,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2
1047,1047,2021-11-02 15:26:14+00:00,2021-11-02 19:38:51+00:00,4070ec,EXS26TM,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1048,1048,2021-11-02 18:40:04+00:00,2021-11-02 19:45:18+00:00,4074b6,EZY569Q,EGKK,EGPF,G-UZHF,AIRBUS,Airbus Industrie,A320-251N,A20N,8193,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,,,,2018-04-01,,,,False,False,False,,Large (75000 to 300000 lbs),2
1049,1049,2021-11-02 19:23:33+00:00,2021-11-02 19:48:48+00:00,40799b,CFE7331,EGAC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1050,1050,2021-11-02 18:04:01+00:00,2021-11-02 20:08:26+00:00,4c4c20,YUTBA,EDDB,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1051,1051,2021-11-02 17:41:04+00:00,2021-11-02 20:22:49+00:00,33ffc0,IAM3116,LIRA,EGPF,MM62210,,Dassault,Falcon 900EX,F9EX,116,,,,Italian Airforce,IAM,,Italian Air Force,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,2
1052,1052,2021-11-02 20:55:00+00:00,2021-11-02 21:08:15+00:00,400dc2,GMA01C,,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,2
1053,1053,2021-11-02 20:17:20+00:00,2021-11-02 21:10:47+00:00,407463,SHT6M,EGLL,EGPF,G-TTNB,AIRBUS,Airbus Industrie,A320-251N,A20N,,,L2J,British Airways,SPEEDBIRD,BAW,BA,,,2018-04-25,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2
1054,1054,2021-11-02 20:46:52+00:00,2021-11-02 21:12:56+00:00,a5bf2c,N47EG,EGPD,EGPF,N47EG,,Dassault Aviation,FALCON 900EX,F9EX,312,,,,,,,Wing And Rotor Transportation Holdings Llc,,,2024-08-31,,2018-01-01,,,HONEYWELL TFE731-60-1C,False,False,False,,Small (15500 to 75000 lbs),2
1055,1055,2021-11-02 20:41:03+00:00,2021-11-02 21:28:49+00:00,407bc5,GULFX,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1056,1056,2021-11-02 20:59:06+00:00,2021-11-02 21:52:49+00:00,406b91,EZY606Z,EGSS,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,2
1057,1057,2021-11-02 21:01:33+00:00,2021-11-02 21:54:44+00:00,40097e,SHT6N,EGLL,EGPF,G-EUUC,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1696,,L2J,,SPEEDBIRD,BAW,,British Airways,,2002-02-28,,,2002-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,2
1058,1058,2021-11-02 21:24:41+00:00,2021-11-02 22:07:56+00:00,400f00,EZY936U,EGBB,EGPF,G-EZBF,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,2923,,L2J,,EASY,EZY,,Easyjet Airline,,2006-11-02,,,2006-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,2
1059,1059,2021-11-02 17:28:37+00:00,2021-11-02 22:34:23+00:00,491d86,NJE831U,,EGPF,CS-GLF,,Bombardier,Global 6000,GL6T,9670,,,,,,,Netjets Europe,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2
1060,1060,2021-11-02 19:58:01+00:00,2021-11-02 22:59:09+00:00,407a05,EZY73QP,LPFR,EGPF,G-UZLL,AIRBUS,Airbus Sas,Airbus 320-251N,A20N,9510,0,L2J,Easyjet,EASY,EZY,U2,Easyjet,,,,,,,,CFMI LEAP-1A26,False,False,False,,,2
1061,1061,2021-11-02 20:34:42+00:00,2021-11-03 00:50:59+00:00,406ae8,TOM2XM,,EGPF,G-TAWS,BOEING,Boeing Company,BOEING 737-8K5,B738,37241,,L2J,,TOMSON,TOM,,Thomson Airways,,2014-03-26,,,2014-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,,3
1062,1062,2021-11-03 01:34:11+00:00,2021-11-03 02:07:59+00:00,400dc2,GMA01D,,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,3
1063,1063,2021-11-03 06:36:22+00:00,2021-11-03 07:07:29+00:00,4ca510,ABR2CL,EGNT,EGPF,EI-FXI,ATR,Atr-gie Avions De Transport Regional,ATR 72-202,AT72,294,,L2T,,,,,Asl Airlines (ireland) Limited,,2006-10-18,,,1992-01-01,,,2x PRATT & WHITNEY CANADA PW124B,False,False,False,,No ADS-B Emitter Category Information,3
1064,1064,2021-11-03 06:52:57+00:00,2021-11-03 07:29:14+00:00,4ca6c4,EIN2EV,EIDW,EGPF,EI-DVI,AIRBUS,Airbus Industrie,A320-214,A320,3501,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2008-06-03,,,2008-01-01,,,2x CFM CFM56-5B4/3,False,False,False,,,3
1065,1065,2021-11-03 06:39:42+00:00,2021-11-03 07:31:55+00:00,407464,SHT6C,EGLL,EGPF,G-TTNA,AIRBUS,,,A320,8108,,L2J,British Airways,SPEEDBIRD,BAW,BA,British Airways,,2018-04-10,,,,,,,False,False,False,,Large (75000 to 300000 lbs),3
1066,1066,2021-11-03 06:58:42+00:00,2021-11-03 07:54:56+00:00,4079d1,CFE8720,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1067,1067,2021-11-03 07:01:53+00:00,2021-11-03 07:58:49+00:00,40643d,EZY646X,EGGD,EGPF,G-EZUC,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,4591,,L2J,,EASY,EZY,,Easyjet Airline,,2011-02-03,,,2011-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1068,1068,2021-11-03 07:20:13+00:00,2021-11-03 08:00:55+00:00,4ca644,RYR5772,EIDW,EGPF,EI-DYB,BOEING,The Boeing Company,BOEING 737-8AS,B738,33633,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2008-03-10,,,2008-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,3
1069,1069,2021-11-03 06:30:48+00:00,2021-11-03 08:07:52+00:00,3c65c7,DLH4NL,EDDF,EGPF,D-AING,AIRBUS,Airbus,Airbus A320 271NSL,A20N,7588,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),3
1070,1070,2021-11-03 07:21:35+00:00,2021-11-03 08:11:48+00:00,ad441a,N954GA,EGGW,EGPF,N954GA,,Gulfstream Aerospace Corp,GVII-G600,,73054,,,Gulfstream Aerospace,GULFSTREAM TEST,GLF,,Gulfstream Aerospace Corp,,,2024-09-30,,2021-01-01,,,P&W CANADA PW815GA,False,False,False,,,3
1071,1071,2021-11-03 07:09:06+00:00,2021-11-03 08:15:59+00:00,484b90,KLM1471,EHAM,EGPF,PH-BGI,BOEING,Boeing,737NG 7K2/W,B737,30364,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1072,1072,2021-11-03 07:33:03+00:00,2021-11-03 08:29:29+00:00,4066b9,EXS062C,EGSS,EGPF,G-GDFF,BOEING,Boeing Company,BOEING 737-85P,B738,28385,,L2J,,CHANNEX,EXS,,Jet2,,2011-12-22,,,1999-01-01,,,2 x CFM CFM56-7B26<br>,False,False,False,,No ADS-B Emitter Category Information,3
1073,1073,2021-11-03 06:15:52+00:00,2021-11-03 08:36:29+00:00,48c2a5,RYR8PB,EPKK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1074,1074,2021-11-03 07:49:34+00:00,2021-11-03 08:44:50+00:00,407534,SHT6G,EGLL,EGPF,G-TTND,AIRBUS,Airbus Industrie,A320-251N,A20N,,,L2J,British Airways,SPEEDBIRD,BAW,BA,,,2018-07-26,,,,,,,False,False,False,,,3
1075,1075,2021-11-03 08:24:06+00:00,2021-11-03 08:51:36+00:00,406015,EZY576Z,EGAA,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1076,1076,2021-11-03 07:54:33+00:00,2021-11-03 08:55:50+00:00,4d20c7,VJT503,EGLF,EGPF,9H-VFA,,Bombardier,Challenger 605,CL65,5970,,,,,,,Vista Jet Malta,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),3
1077,1077,2021-11-03 08:18:51+00:00,2021-11-03 09:24:45+00:00,40732e,ENZ915P,EGKB,EGPF,G-JOTS,BRITISH AEROSPACE,British Aerospace (operations) Ltd,AVRO 146-RJ100,RJ1H,E3355,,L4J,,ENZO,ENZ,,Jota Aviation,,2017-07-07,,,1999-01-01,,,4 x LYCOMING LF507-1F<br>,False,False,False,,No ADS-B Emitter Category Information,3
1078,1078,2021-11-03 08:55:00+00:00,2021-11-03 09:40:29+00:00,406b91,EZY958K,EGBB,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1079,1079,2021-11-03 08:50:32+00:00,2021-11-03 09:56:23+00:00,484b31,KLM1473,EHAM,EGPF,PH-EZD,EMBRAER,Embraer,EMB-190 STD,E190,19000279,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1080,1080,2021-11-03 08:58:42+00:00,2021-11-03 10:02:14+00:00,4075cd,VXS1,EGLF,EGPF,G-DCMT,EMBRAER,Embraer,Phenom 300,E55P,50500133,,L2J,Centreline,,,,,,,,,,,,,False,False,False,,,3
1081,1081,2021-11-03 04:06:41+00:00,2021-11-03 10:06:08+00:00,ae1170,RCH4125,KWRI,EGPF,02-1098,MCDONNELL DOUGLAS,Boeing,C-17A Globemaster III,C17,P98,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1082,1082,2021-11-03 09:11:37+00:00,2021-11-03 10:08:50+00:00,40756a,EZY803M,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1083,1083,2021-11-03 09:51:38+00:00,2021-11-03 10:28:56+00:00,4070bb,GJMBO,EGGP,EGPF,G-JMBO,EMBRAER,Embraer Sa,EMB-505 Phenom 300,E55P,50500366,,L2J,,,,,Catreus,,2016-10-28,,,2016-01-01,,,2 x PRATT &amp; WHITNEY CANADA PW535E<br>,False,False,False,,No ADS-B Emitter Category Information,3
1084,1084,2021-11-03 09:29:35+00:00,2021-11-03 10:31:23+00:00,407797,EZY493H,EGKK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1085,1085,2021-11-03 10:25:50+00:00,2021-11-03 10:38:54+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,3
1086,1086,2021-11-03 09:49:07+00:00,2021-11-03 10:44:05+00:00,70209e,BBC2104,EGLL,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1087,1087,2021-11-03 10:13:53+00:00,2021-11-03 11:11:51+00:00,40097e,BAW2512,EGKK,EGPF,G-EUUC,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1696,,L2J,,SPEEDBIRD,BAW,,British Airways,,2002-02-28,,,2002-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,3
1088,1088,2021-11-03 04:23:15+00:00,2021-11-03 11:31:59+00:00,89611d,UAE27,,EGPF,A6-ECV,BOEING,Boeing,Boeing 777-31H(ER),B77W,35594,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1089,1089,2021-11-03 09:48:34+00:00,2021-11-03 11:36:20+00:00,a13800,N178MH,EHAM,EGPF,N178MH,PILATUS,Pilatus Aircraft Ltd,PC-12/47,PC12,875,,L1T,,,,,Wilmington Trust Co Trustee,,,2024-10-31,,2008-01-01,,,P&W CANADA PT6A-67B,False,False,False,,Light (< 15500 lbs),3
1090,1090,2021-11-03 10:42:22+00:00,2021-11-03 11:40:12+00:00,40700a,AWC115Y,EGSS,EGPF,G-POWN,AIRBUS,Airbus Sas,AIRBUS A321-211,A321,3830,,L2J,Titan Airways,ZAP,AWC,ZT,Titan Airways,,2016-03-30,,,2009-01-01,,,2 x CFM CFM56-5B3/3<br>,False,False,False,,Large (75000 to 300000 lbs),3
1091,1091,2021-11-03 10:52:00+00:00,2021-11-03 11:43:55+00:00,407377,MDI11,EGCN,EGPF,G-IASB,RAYTHEON,Textron Aviation Inc,BEECH B200GT Super Kingair,BE20,BY-278,,L2T,,,,,Ias Medical Ltd,,2017-08-08,,,2017-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-52&nbsp;&nbsp;( HARTZELL HC-E4N-3A/NC9208K )<br>,False,False,False,,,3
1092,1092,2021-11-03 09:56:40+00:00,2021-11-03 11:49:53+00:00,4d02e0,JFA59L,LSGG,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1093,1093,2021-11-03 11:17:48+00:00,2021-11-03 12:15:23+00:00,4d20e5,HAT520P,EGSS,EGPF,9H-ZAZ,BOEING,Boeing,737 436,B734,25349,,L2J,,,,,Air Horizont,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1094,1094,2021-11-03 11:35:24+00:00,2021-11-03 12:27:55+00:00,500134,T7SSB,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),3
1095,1095,2021-11-03 11:49:06+00:00,2021-11-03 12:46:28+00:00,89605e,ROJ004,EGSS,EGPF,A6-DAS,BOEING,Boeing,Boeing 737NG 7Z5 BBJ,B737,29858,,L2J,Royal Jet,ROYALJET,ROJ,,Royal Jet,,,,,,,,,False,False,False,,,3
1096,1096,2021-11-03 11:55:00+00:00,2021-11-03 12:50:58+00:00,406015,EZY659T,EGSS,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1097,1097,2021-11-03 12:41:11+00:00,2021-11-03 12:58:44+00:00,4d403f,3AMGA,EGPH,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),3
1098,1098,2021-11-03 12:06:03+00:00,2021-11-03 13:12:46+00:00,60185a,TUG3218,EGTE,EGPF,EZ-A007,BOEING,Boeing,737NG 7GL/W,B737,37234,,L2J,,TURKMENISTAN,TUA,,Government Of Turkmenistan,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1099,1099,2021-11-03 12:36:44+00:00,2021-11-03 13:15:57+00:00,4ca645,RYR5774,EIDW,EGPF,EI-DYC,BOEING,The Boeing Company,BOEING 737-8AS,B738,36567,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2008-03-10,,,2008-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,3
1100,1100,2021-11-03 13:46:36+00:00,2021-11-03 13:59:54+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,3
1101,1101,2021-11-03 13:41:08+00:00,2021-11-03 14:04:53+00:00,49d3ac,BOH711,EGAA,EGPF,OK-AST,CESSNA,Cessna,Citation Excel,C56X,560-5068,,L2J,,,,,Air Bohemia,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1102,1102,2021-11-03 13:54:22+00:00,2021-11-03 14:18:37+00:00,89605b,ROJ003,EGAA,EGPF,A6-AIN,BOEING,Boeing,737NG 7Z5 BBJ,B737,29268,,L2J,Royal Jet,ROYALJET,ROJ,,Royal Jet,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1103,1103,2021-11-03 14:05:41+00:00,2021-11-03 14:28:10+00:00,ae0945,SAM438,EGAA,EGPF,01-0040,BOEING,Boeing,C-40B,B737,29971,,L2J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1104,1104,2021-11-03 12:41:04+00:00,2021-11-03 14:35:53+00:00,4b7fd4,SUI018,LSZB,EGPF,T-784,CESSNA,Cessna,Citation Excel,C56X,560-5269,,L2J,Swiss Air Force,SWISS AIR FORCE,SUI,,Swiss Air Force,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1105,1105,2021-11-03 13:43:22+00:00,2021-11-03 14:40:18+00:00,40780d,SHT6R,EGLL,EGPF,G-NEOX,AIRBUS,Airbus Sas,321-251NX,A21N,9162,0,L2J,British Airways Shuttle Flights - United Kingdom,SHUTTLE,SHT,,British Airways Plc,,,,,,,,CFMI LEAP-1A32,False,False,False,,,3
1106,1106,2021-11-03 14:25:36+00:00,2021-11-03 14:54:04+00:00,4077c7,HLE05,EGPF,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1107,1107,2021-11-03 14:14:31+00:00,2021-11-03 15:15:07+00:00,407777,CFE31BZ,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1108,1108,2021-11-03 13:39:54+00:00,2021-11-03 15:18:18+00:00,3c65c9,DLH974,EDDF,EGPF,D-AINI,AIRBUS,Airbus,Airbus A320 271NSL,A20N,7710,,L2J,,LUFTHANSA,DLH,LH,Lufthansa,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),3
1109,1109,2021-11-03 13:55:24+00:00,2021-11-03 15:21:49+00:00,49d353,TVS54J,LFPB,EGPF,OK-OKP,CIRRUS,Cirrus Design,Cirrus Design SR22T,S22T,0701,,L1P,,,,,Private,,,,,,,,,False,False,False,,,3
1110,1110,2021-11-03 14:43:35+00:00,2021-11-03 15:43:28+00:00,4078f0,EZY191G,EGGD,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
